Model,Hypervolume,Spread,Convergence
Fonseca,1.2238,1.264,0.0122819496101
Osyczka2,2.0776,1.372,12.0137615879
Srinivas,1.7543,0.993,6.41525107156
Tanaka,1.5296,0.943,5.19379658135
ZDT1,2.072,0.302,4.10279498137
ZDT2,2.0113,0.399,3.61882295344
ZDT3,1.9743,0.583,3.2726851565
ZDT4,2.1513,0.307,3.5591775804
